iteracao,y_hat_mistakes,y_hat_syntax
739,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
740,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2]
741,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2]
742,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2]
743,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 4 2 2]
744,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 2 2 2]
745,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
746,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 2 2 2]
747,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 2 2 2 2 2 4 2 2]
748,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
749,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
750,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
751,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 2 4 4 2 2 2 2 4 2 2]
752,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 4 2 4 2 2]
753,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 2 3 4 2 2 4 2 4 2 2]
754,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 2 3 4 2 2 4 2 4 2 2]
755,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 3 4 4 3 2 4 2 4 4 2]
756,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 3 2 4 2 4 4 2]
757,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
758,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
759,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
760,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
761,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
762,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
763,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
764,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
765,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
766,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
767,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
768,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
769,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
770,[2 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
771,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
772,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 2 4 4 4 3 2 4 2 4 4 2]
773,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 4 4 4 2 4 2 4 4 2]
774,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 4 4 4 2 4 2 4 2 2]
775,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 3 4 4 2 2 4 2 4 2 2]
776,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 4 4 2 4 2 2 4 2 4 4 2]
777,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 2 4 2 2 4 2 4 2 2]
778,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 4 4 2 2 4 2 4 2 2]
779,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 4 4 2 2 4 2 4 4 2]
780,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 2 4 3 2 3 2 4 2 2]
781,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 2 2 2 4 2 2 4 2 4 2 2]
782,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2]
783,[2 0 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2]
784,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
785,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 2 2 2 4 2 2 2 2 4 2 2]
786,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 3 2 4 2 2]
787,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 4 3 2 3 2 4 2 2]
788,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
789,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 4 2 2 3 2 4 2 2]
790,[2 0 2 2 2 0 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 2 3 2 4 3 2 3 2 4 2 2]
791,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 3 2 4 3 2 4 2 4 2 2]
792,[2 0 2 2 2 0 2 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 3 2 4 3 2 4 2 4 2 2]
793,[2 0 2 2 2 0 2 2 2 3 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 3 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 4 3 4 3 2 4 2 4 2 2]
794,[2 0 2 2 2 0 2 2 3 3 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 3 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 4 4 4 4 4 2 4 3 2 4 2 4 2 2]
795,[2 0 2 2 2 0 2 2 3 3 2 3 3 3 2 2 2 2 2 2 2 2 2 2 3 3 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 4 3 4 3 2 4 2 4 3 2]
796,[2 2 2 2 2 0 2 2 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 3 2 3 2 2 2 2 4 3 4 4 4 4 4 2 4 3 4 4 2 4 2 4 3 2]
797,[2 0 2 2 2 0 2 2 3 3 2 3 3 3 3 2 2 2 2 2 2 2 2 2 3 3 2],[2 2 4 2 3 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 3 2]
798,[2 1 2 2 2 0 3 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 4 2 2 2 2 2 2 4 3 4 4 4 4 4 2 4 3 4 4 2 4 2 4 4 2]
799,[2 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 3 2 3 2 2 3 3 4 3 4 4 4 4 4 3 4 4 4 4 2 4 2 4 4 2]
800,[2 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[2 2 4 2 3 2 3 2 3 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
801,[2 1 2 2 2 0 2 3 3 3 3 3 3 3 3 3 2 2 3 3 2 2 2 2 3 3 2],[2 2 4 2 3 2 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
802,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 2 2 3 2 3 2 2 2 3 3 3 2],[2 2 4 2 3 2 3 3 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
803,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 2 2],[3 2 4 2 3 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
804,[2 1 2 1 2 2 2 2 2 3 2 3 3 3 3 2 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 2 3 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
805,[2 1 2 2 2 2 2 2 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
806,[2 1 2 2 2 2 2 2 3 3 2 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 2],[4 2 4 3 3 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
807,[2 1 2 2 2 2 2 2 2 3 2 2 3 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
808,[2 1 2 1 2 2 2 2 3 3 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
809,[2 1 2 2 2 2 2 2 2 3 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
810,[2 1 2 1 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 3 4 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
811,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
812,[2 1 2 1 2 1 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
813,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 3 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
814,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
815,[2 1 2 1 2 0 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 4]
816,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
817,[2 1 2 1 2 0 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2],[4 2 4 3 4 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
818,[2 1 1 1 2 0 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 3 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
819,[2 0 1 1 2 0 1 2 2 1 1 1 2 1 2 2 2 2 2 1 2 1 2 1 2 1 2],[4 2 4 3 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
820,[2 1 1 1 1 0 1 1 2 1 2 1 2 1 2 2 2 2 1 1 2 1 2 1 2 1 2],[3 2 4 3 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
821,[1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 2 1 2 2 1 2 1 2 1 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
822,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
823,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 1 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 4]
824,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
825,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 2 1 1 1 2],[4 2 4 3 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 2 1 1 1 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
827,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
828,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 2 1 1 1 2 1 2],[4 2 4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
829,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 2],[4 2 4 3 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
830,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 2 1 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
831,[1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 1 2 1 2 1 2 1 2],[4 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
832,[1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
833,[1 1 1 1 1 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
834,[2 1 1 1 2 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
835,[2 1 1 1 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[4 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
836,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
837,[2 1 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2],[4 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
838,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
839,[2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
840,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 4 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
841,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 2 3 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
842,[2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
843,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 3 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
844,[2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
845,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
846,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
847,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
848,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
849,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
850,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
851,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
852,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 3 4 4 3 4 2 4 4 2]
853,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 2 4 2 4 2 2]
854,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 3 4 4 3 4 4 2 4 3 4 4 3 4 2 4 2 2]
855,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 4 2 4 2 2]
856,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 2 2 2 4 4 2 2 4 2 4 2 2]
857,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 2 2 4 2 2 4 2 4 2 2]
858,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
859,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 4 2 4 2 2]
860,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
861,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
